resume_id,degree,bipartite_degree_centrality,pagerank,is_isolate,component_size,community_global,community_size,n_skills,n_skill_communities,dominant_skill_community,dominant_skill_community_count,dominant_skill_community_share,skill_community_entropy,skill_community_entropy_normalized
R_000066,1,0.0004,1.758471803159016e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000067,4,0.0016,3.4221915781767655e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_000068,10,0.004,6.025030431038824e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000069,3,0.0012,2.7344580048723606e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_000070,9,0.0036,5.8865224264605496e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_000071,7,0.0028,4.893494785818309e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_000072,19,0.0076,0.00011735740647945975,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000073,10,0.004,5.853650619504244e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000074,5,0.002,3.701234979728578e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_000075,11,0.0044,6.457262625041793e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_000076,4,0.0016,3.174191035118568e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000077,12,0.0048,6.930586641890909e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000078,4,0.0016,3.328867777760386e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_000079,17,0.0068,9.41380988570911e-05,0,3102,1,1571,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_000080,6,0.0024,4.048950515428843e-05,0,3102,1,1571,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_000081,12,0.0048,7.033599769095005e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000082,6,0.0024,4.049601437975584e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_000083,5,0.002,3.587990062379266e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_000084,21,0.0084,0.00011075136763898896,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000085,5,0.002,3.974006609546183e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000086,5,0.002,3.622319498131374e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000087,9,0.0036,6.252145222300235e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_000088,8,0.0032,4.9979412050853145e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_000089,6,0.0024,4.2165392223268594e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000090,8,0.0032,5.0164794225434134e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000091,5,0.002,3.670590819710657e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000092,3,0.0012,2.7931417718701982e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000093,9,0.0036,5.5276069845962704e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000094,7,0.0028,4.5133851377249993e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_000095,4,0.0016,3.264736031742846e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000096,6,0.0024,4.112399857241322e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000097,6,0.0024,4.212225860444404e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000098,4,0.0016,3.096849120150532e-05,0,3102,1,1571,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_000099,5,0.002,3.865402740673083e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000100,10,0.004,5.94993786037232e-05,0,3102,1,1571,6,3,7,3,0.5,1.0114042647073518,0.920619835714305
R_000101,8,0.0032,5.001273401713364e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000102,5,0.002,3.59602722385788e-05,0,3102,1,1571,5,1,7,5,1.0,-0.0,0.0
R_000103,18,0.0072,9.680851353845087e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000104,3,0.0012,2.7297455473813945e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000105,12,0.0048,6.9279945793299e-05,0,3102,1,1571,8,4,7,4,0.5,1.2130075659799042,0.875
R_000106,6,0.0024,4.473756507869195e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000107,7,0.0028,4.554873408133791e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000108,4,0.0016,3.254894559349437e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000109,23,0.0092,0.00012951132437337686,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_000110,10,0.004,5.9849821550769914e-05,0,3102,1,1571,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_000111,2,0.0008,2.259803333800469e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_000112,12,0.0048,6.923595725698456e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000113,7,0.0028,4.4890649198790705e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000114,8,0.0032,5.3794008722239314e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000115,12,0.0048,7.396462584859636e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_000116,3,0.0012,2.845072544130288e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_000117,4,0.0016,3.313010816262346e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000118,13,0.0052,7.368358367814377e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000119,4,0.0016,3.382766020629613e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_000120,12,0.0048,7.250926003539372e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_000121,3,0.0012,2.7136801770897042e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000122,1,0.0004,1.7737836447424375e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_000123,2,0.0008,2.3549146257181484e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_000124,5,0.002,3.954252260821788e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_000125,6,0.0024,4.096625367904592e-05,0,3102,1,1571,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_000126,9,0.0036,5.584683309360943e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000127,4,0.0016,3.339323620847779e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000128,10,0.004,6.058901943114803e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000129,14,0.0056,7.898526687706783e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000130,3,0.0012,2.6571774311906243e-05,0,3102,1,1571,5,3,2,2,0.4,1.0549201679861442,0.9602297178607612
R_000131,3,0.0012,2.868726946375817e-05,0,1565,2,1565,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_000132,18,0.0072,9.734540793023485e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000133,29,0.0116,0.00014791379423220976,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000134,25,0.01,0.00013079082154091642,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000135,3,0.0012,2.7540401304115234e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000136,3,0.0012,2.7497136253048386e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_000137,13,0.0052,7.79056900164356e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_000138,16,0.0064,8.862827443363802e-05,0,3102,1,1571,6,2,7,4,0.6666666666666666,0.6365141682948128,0.9182958340544894
R_000139,3,0.0012,2.7617933222762037e-05,0,1562,3,1562,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_000140,12,0.0048,6.890040650873722e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000141,1,0.0004,1.7206245079571787e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_000142,7,0.0028,4.529807291707315e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_000143,5,0.002,3.6053874912288866e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_000144,4,0.0016,3.267187361864146e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000145,8,0.0032,4.970777043207573e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_000146,7,0.0028,4.808709031541456e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000147,10,0.004,5.974532149778184e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000148,13,0.0052,7.424332081388441e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000149,3,0.0012,2.8690931053479626e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_000150,6,0.0024,4.182394693765077e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_000151,12,0.0048,7.194995660985903e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_000152,6,0.0024,4.4100651103140785e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000153,8,0.0032,5.3326026721593265e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_000154,10,0.004,6.241909826120343e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000155,4,0.0016,3.3043326785382095e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_000156,9,0.0036,6.183706448662867e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000157,6,0.0024,4.056000262334021e-05,0,3102,1,1571,6,4,2,2,0.3333333333333333,1.3296613488547582,0.9591479170272448
R_000158,10,0.004,6.305457503824082e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_000159,25,0.01,0.0001305774555803508,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000160,6,0.0024,4.441521100618289e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000161,6,0.0024,4.511607897999897e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000162,13,0.0052,7.357220460954488e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000163,10,0.004,6.069234363775783e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000164,7,0.0028,4.601526233067669e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000165,11,0.0044,6.877907790933034e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_000166,7,0.0028,4.802669852309403e-05,0,1562,3,1562,8,2,6,7,0.875,0.3767701612564367,0.5435644431995964
R_000167,2,0.0008,2.2552663728158884e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000168,6,0.0024,4.213160449936138e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_000169,5,0.002,3.72419661698041e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000170,6,0.0024,4.11601352152256e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_000171,17,0.0068,9.771928376985408e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_000172,3,0.0012,2.890925235936446e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_000173,3,0.0012,2.8559586919521714e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000174,8,0.0032,5.199100932890136e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000175,14,0.0056,8.903756804929893e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000176,4,0.0016,3.1748446878967955e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_000177,1,0.0004,1.6911139614509103e-05,0,3102,1,1571,5,4,7,2,0.4,1.3321790402101223,0.9609640474436812
R_000178,8,0.0032,5.620567232730859e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_000179,9,0.0036,5.725324086955272e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000180,8,0.0032,5.0936256460260135e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000181,12,0.0048,6.985333764264893e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000182,14,0.0056,8.585222359545991e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_000183,7,0.0028,4.6826119628035066e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000184,5,0.002,3.7148720086748866e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000185,6,0.0024,4.196544070795114e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000186,4,0.0016,3.286512829103851e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000187,7,0.0028,4.730106111476195e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000188,15,0.006,8.464080906603536e-05,0,3102,1,1571,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_000189,4,0.0016,3.346516926718148e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_000190,10,0.004,6.259538161288382e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_000191,14,0.0056,7.851594267855482e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000192,17,0.0068,9.659311174574829e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_000193,8,0.0032,5.0419968265149963e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000194,4,0.0016,3.424553314893682e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_000195,6,0.0024,4.179059224596451e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_000196,11,0.0044,6.688125435488569e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000197,8,0.0032,5.2861671187346974e-05,0,1562,3,1562,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_000198,1,0.0004,1.7697758738033973e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000199,4,0.0016,3.332273905712818e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000200,10,0.004,6.256489112386667e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_000201,14,0.0056,8.002030676796723e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000202,14,0.0056,8.30929082390358e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_000203,5,0.002,3.759587695934924e-05,0,1562,3,1562,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_000204,7,0.0028,4.771288978132914e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_000205,11,0.0044,6.739526298712568e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_000206,8,0.0032,5.53358307889839e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000207,34,0.0136,0.00017360171498501925,0,3102,1,1571,7,3,7,4,0.5714285714285714,0.9556998911125344,0.8699155297736259
R_000208,2,0.0008,2.19263865468094e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000209,8,0.0032,4.988815837750157e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000210,5,0.002,3.58393331222596e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000211,5,0.002,3.822859129115468e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_000212,7,0.0028,4.602166780129894e-05,0,3102,1,1571,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_000213,15,0.006,8.7214943154198e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_000214,8,0.0032,5.3276211447964135e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000215,10,0.004,5.9982256657141255e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_000216,7,0.0028,4.5769294973773375e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_000217,8,0.0032,4.974300542449877e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000218,4,0.0016,3.282369992544337e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000219,4,0.0016,3.3899599165784345e-05,0,1565,2,1565,7,1,5,7,1.0,-0.0,0.0
R_000220,6,0.0024,4.520523110436085e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000221,8,0.0032,4.952887620707284e-05,0,3102,1,1571,5,3,2,2,0.4,1.0549201679861442,0.9602297178607612
R_000222,17,0.0068,0.00010509974621933359,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000223,5,0.002,3.59854111586584e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000224,12,0.0048,7.539320615599496e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_000225,10,0.004,5.96907726608863e-05,0,3102,1,1571,8,4,7,4,0.5,1.2130075659799042,0.875
R_000226,10,0.004,6.475562299499206e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_000227,10,0.004,6.30191880953343e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_000228,6,0.0024,4.465609145622889e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000229,7,0.0028,4.726507437614911e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000230,6,0.0024,4.305881651973621e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000231,4,0.0016,3.229049462392867e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000232,9,0.0036,5.903389370429009e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_000233,4,0.0016,3.302065915746327e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000234,11,0.0044,7.226982720155423e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000235,13,0.0052,7.444844691954143e-05,0,3102,1,1571,8,4,7,4,0.5,1.2130075659799042,0.875
R_000236,3,0.0012,2.7506044158488983e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000237,6,0.0024,4.037923749249393e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000238,30,0.012,0.00016257267831770513,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
