resume_id,degree,bipartite_degree_centrality,pagerank,is_isolate,component_size,community_global,community_size,n_skills,n_skill_communities,dominant_skill_community,dominant_skill_community_count,dominant_skill_community_share,skill_community_entropy,skill_community_entropy_normalized
R_000090,8,0.0032,5.285785513627067e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000091,5,0.002,3.838473776285625e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000092,3,0.0012,2.9211696154207274e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000093,9,0.0036,5.854573479647146e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000094,7,0.0028,4.775681384891001e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_000095,4,0.0016,3.409582222980312e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000096,6,0.0024,4.309205764709273e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000097,6,0.0024,4.427070522496371e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000098,4,0.0016,3.232337583196024e-05,0,3102,1,1571,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_000099,5,0.002,4.044881537327578e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000100,10,0.004,6.301547157047282e-05,0,3102,1,1571,6,3,7,3,0.5,1.0114042647073518,0.920619835714305
R_000101,8,0.0032,5.289689051800566e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000102,5,0.002,3.771739577158023e-05,0,3102,1,1571,5,1,7,5,1.0,-0.0,0.0
R_000103,14,0.0056,8.274398054986849e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000104,3,0.0012,2.8297113526298886e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000105,12,0.0048,7.369185815309569e-05,0,3102,1,1571,8,4,7,4,0.5,1.2130075659799042,0.875
R_000106,6,0.0024,4.680728988493345e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000107,7,0.0028,4.802562766990183e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000108,4,0.0016,3.396255583187576e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000109,16,0.0064,9.938803128522326e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_000110,10,0.004,6.318639353634403e-05,0,3102,1,1571,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_000111,2,0.0008,2.3292586002063707e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_000112,12,0.0048,7.339046377315444e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000113,7,0.0028,4.7299012220934126e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000114,8,0.0032,5.675339593277378e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000115,11,0.0044,7.201538520140852e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_000116,3,0.0012,2.9397489339216727e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_000117,4,0.0016,3.4470035152588035e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000118,12,0.0048,7.289436148726738e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000119,4,0.0016,3.5190642197740726e-05,0,1550,5,1550,6,1,0,6,1.0,-0.0,0.0
R_000120,11,0.0044,7.124995692079862e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_000121,3,0.0012,2.8349024140682545e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000122,1,0.0004,1.8199141185472987e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_000123,2,0.0008,2.434581537123842e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_000124,5,0.002,4.110115983473921e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_000125,6,0.0024,4.2877106654713466e-05,0,3102,1,1571,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_000126,9,0.0036,5.927846255862634e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000127,4,0.0016,3.517745053529586e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000128,10,0.004,6.405126881858228e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000129,12,0.0048,7.386652933330593e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000130,3,0.0012,2.7468973102926114e-05,0,3102,1,1571,5,3,2,2,0.4,1.0549201679861442,0.9602297178607612
R_000131,3,0.0012,2.9642301358801884e-05,0,1565,2,1565,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_000132,14,0.0056,8.268629229497251e-05,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000133,18,0.0072,0.0001025246117889197,0,1505,7,1505,7,1,4,7,1.0,-0.0,0.0
R_000134,16,0.0064,9.386937249159733e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000135,3,0.0012,2.854754836949438e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000136,3,0.0012,2.863043578607109e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_000137,12,0.0048,7.718501998437265e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_000138,14,0.0056,8.401683145138843e-05,0,3102,1,1571,6,2,7,4,0.6666666666666666,0.6365141682948128,0.9182958340544894
R_000139,3,0.0012,2.871902196586458e-05,0,1562,3,1562,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_000140,11,0.0044,6.792197403473116e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000141,1,0.0004,1.755220389774991e-05,0,1559,4,1559,5,1,1,5,1.0,-0.0,0.0
R_000142,7,0.0028,4.7714633163674015e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_000143,5,0.002,3.769075763375238e-05,0,1505,7,1505,5,1,4,5,1.0,-0.0,0.0
R_000144,4,0.0016,3.410958045771235e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000145,8,0.0032,5.2603761933464554e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_000146,7,0.0028,5.0401447705640905e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000147,10,0.004,6.34378009453646e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000148,13,0.0052,7.870748083225464e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000149,3,0.0012,2.9771188029955033e-05,0,1565,2,1565,6,1,5,6,1.0,-0.0,0.0
R_000150,6,0.0024,4.410073740207582e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_000151,11,0.0044,7.043680014456257e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_000152,6,0.0024,4.630528838104431e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000153,8,0.0032,5.5866237261038876e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_000154,10,0.004,6.598267182364278e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000155,4,0.0016,3.450065533024306e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_000156,9,0.0036,6.520980783861651e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000157,6,0.0024,4.267340091964595e-05,0,3102,1,1571,6,4,2,2,0.3333333333333333,1.3296613488547582,0.9591479170272448
R_000158,10,0.004,6.656402023933348e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_000159,18,0.0072,0.00010440781183826239,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000160,6,0.0024,4.643510553875065e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000161,6,0.0024,4.705880659580489e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000162,13,0.0052,7.784867685701124e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000163,10,0.004,6.424589540783419e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000164,7,0.0028,4.8599820184977694e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000165,10,0.004,6.70142419580384e-05,0,1628,0,1628,7,1,3,7,1.0,-0.0,0.0
R_000166,7,0.0028,5.059664276713036e-05,0,1562,3,1562,8,2,6,7,0.875,0.3767701612564367,0.5435644431995964
R_000167,2,0.0008,2.3238970788070032e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000168,6,0.0024,4.4060614235404606e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_000169,5,0.002,3.8940732955836795e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000170,6,0.0024,4.333229826397168e-05,0,3102,6,1531,5,1,2,5,1.0,-0.0,0.0
R_000171,13,0.0052,8.238568209347429e-05,0,1559,4,1559,8,1,1,8,1.0,-0.0,0.0
R_000172,3,0.0012,2.9942339991014887e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_000173,3,0.0012,2.951922951269652e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000174,8,0.0032,5.481871197037241e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000175,13,0.0052,8.774745257061115e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000176,4,0.0016,3.299373666733703e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_000177,1,0.0004,1.7244171522761055e-05,0,3102,1,1571,5,4,7,2,0.4,1.3321790402101223,0.9609640474436812
R_000178,8,0.0032,5.905820012647648e-05,0,1565,2,1565,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_000179,9,0.0036,6.0692751112747785e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000180,8,0.0032,5.362135833447528e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000181,12,0.0048,7.403332617547674e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000182,11,0.0044,7.43542921810613e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_000183,7,0.0028,4.9165126787640616e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000184,5,0.002,3.902212493097176e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000185,6,0.0024,4.4203972687605025e-05,0,1562,3,1562,6,2,6,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000186,4,0.0016,3.428077310827607e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000187,7,0.0028,4.997086795407232e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000188,13,0.0052,7.920033530315041e-05,0,3102,1,1571,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_000189,4,0.0016,3.5096698655110637e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_000190,10,0.004,6.61984341006736e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_000191,13,0.0052,7.822628166711848e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000192,14,0.0056,8.605556484742923e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_000193,8,0.0032,5.3398826039190336e-05,0,3102,6,1531,6,1,2,6,1.0,-0.0,0.0
R_000194,4,0.0016,3.57638807659101e-05,0,1565,2,1565,5,1,5,5,1.0,-0.0,0.0
R_000195,6,0.0024,4.371909310309852e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_000196,10,0.004,6.566309128625622e-05,0,1562,3,1562,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000197,8,0.0032,5.5763397235542895e-05,0,1562,3,1562,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_000198,1,0.0004,1.8126678054147188e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000199,4,0.0016,3.4748337832141094e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000200,10,0.004,6.594797340521305e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_000201,13,0.0052,7.96317258339106e-05,0,3102,6,1531,8,1,2,8,1.0,-0.0,0.0
R_000202,13,0.0052,8.262653844309761e-05,0,1562,3,1562,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_000203,5,0.002,3.94133222177011e-05,0,1562,3,1562,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_000204,7,0.0028,5.01449003279421e-05,0,1562,3,1562,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_000205,10,0.004,6.580167927925492e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_000206,8,0.0032,5.8374488133311624e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000207,20,0.008,0.00011395819129556608,0,3102,1,1571,7,3,7,4,0.5714285714285714,0.9556998911125344,0.8699155297736259
R_000208,2,0.0008,2.2633306617943754e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000209,8,0.0032,5.2585012635489625e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
R_000210,5,0.002,3.758592527297356e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000211,5,0.002,4.0032421483154136e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_000212,7,0.0028,4.846221322628038e-05,0,3102,1,1571,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_000213,14,0.0056,8.681255850393568e-05,0,1559,4,1559,7,1,1,7,1.0,-0.0,0.0
R_000214,8,0.0032,5.589640971067808e-05,0,1628,0,1628,6,1,3,6,1.0,-0.0,0.0
R_000215,10,0.004,6.334104930359258e-05,0,3102,1,1571,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_000216,7,0.0028,4.845029355162624e-05,0,3102,6,1531,7,1,2,7,1.0,-0.0,0.0
R_000217,8,0.0032,5.239376019452867e-05,0,1505,7,1505,8,1,4,8,1.0,-0.0,0.0
R_000218,4,0.0016,3.4123222134976014e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000219,4,0.0016,3.5287842138939085e-05,0,1565,2,1565,7,1,5,7,1.0,-0.0,0.0
R_000220,6,0.0024,4.7521833778303854e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000221,8,0.0032,5.251136988622836e-05,0,3102,1,1571,5,3,2,2,0.4,1.0549201679861442,0.9602297178607612
R_000222,13,0.0052,8.767892443463924e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000223,5,0.002,3.778083869445832e-05,0,3102,1,1571,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_000224,11,0.0044,7.382367037631335e-05,0,1550,5,1550,8,1,0,8,1.0,-0.0,0.0
R_000225,10,0.004,6.307703990003936e-05,0,3102,1,1571,8,4,7,4,0.5,1.2130075659799042,0.875
R_000226,10,0.004,6.876775329431205e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_000227,10,0.004,6.630232075139696e-05,0,1628,0,1628,8,1,3,8,1.0,-0.0,0.0
R_000228,6,0.0024,4.684924694884997e-05,0,1565,2,1565,6,2,5,5,0.8333333333333334,0.4505612088663046,0.6500224216483541
R_000229,7,0.0028,4.952414437468018e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000230,6,0.0024,4.508012756600469e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000231,4,0.0016,3.355606886347412e-05,0,1559,4,1559,6,1,1,6,1.0,-0.0,0.0
R_000232,9,0.0036,6.259161518580208e-05,0,1550,5,1550,7,1,0,7,1.0,-0.0,0.0
R_000233,4,0.0016,3.430837499512087e-05,0,1550,5,1550,5,1,0,5,1.0,-0.0,0.0
R_000234,11,0.0044,7.620953789655525e-05,0,1565,2,1565,8,2,5,7,0.875,0.3767701612564367,0.5435644431995964
R_000235,13,0.0052,7.860976607697573e-05,0,3102,1,1571,8,4,7,4,0.5,1.2130075659799042,0.875
R_000236,3,0.0012,2.852405879813109e-05,0,1628,0,1628,5,1,3,5,1.0,-0.0,0.0
R_000237,6,0.0024,4.219290601791548e-05,0,1505,7,1505,6,1,4,6,1.0,-0.0,0.0
