resume_id,job_id,semantic_score,semantic_rank,katz_score,katz_rank,selected_k,prediction_method
R_003161,J_000016,0.8737682700157166,13,0.0036485647603435485,22,50,semantic_katz_consensus
R_003798,J_000016,0.8589682579040527,38,0.0036162777458435096,26,50,semantic_katz_consensus
R_005446,J_000017,0.8907069563865662,15,0.00429116180594842,37,50,semantic_katz_consensus
R_000682,J_000018,0.8507503867149353,45,0.004492350594604058,20,50,semantic_katz_consensus
R_003931,J_000018,0.8816382884979248,12,0.004947334752901617,10,50,semantic_katz_consensus
R_005896,J_000018,0.8726364374160767,22,0.004374830609127076,26,50,semantic_katz_consensus
R_009677,J_000018,0.8687853217124939,28,0.0040541297206330585,40,50,semantic_katz_consensus
R_008206,J_000020,0.8721885085105896,10,0.0037772110625535226,49,50,semantic_katz_consensus
R_009022,J_000020,0.8657407760620117,18,0.003829832405385221,47,50,semantic_katz_consensus
R_005733,J_000021,0.828837513923645,19,0.0037031044083095706,20,50,semantic_katz_consensus
R_001022,J_000022,0.8007826805114746,47,0.003307131120645593,38,50,semantic_katz_consensus
R_002459,J_000022,0.8853795528411865,29,0.0032278154453711807,48,50,semantic_katz_consensus
R_003163,J_000022,0.8989385366439819,11,0.003686783832391533,21,50,semantic_katz_consensus
R_004655,J_000022,0.8889450430870056,24,0.0032310028283494153,46,50,semantic_katz_consensus
R_007520,J_000022,0.8043959736824036,39,0.0033262554185149997,36,50,semantic_katz_consensus
R_008500,J_000023,0.8501450419425964,27,0.0036473399680358814,20,50,semantic_katz_consensus
R_003935,J_000024,0.8540902733802795,30,0.0029250288242843184,42,50,semantic_katz_consensus
R_005407,J_000024,0.8883622884750366,4,0.003344553346949019,15,50,semantic_katz_consensus
R_005373,J_000025,0.8434590697288513,15,0.0031768320795648435,35,50,semantic_katz_consensus
R_005432,J_000025,0.8383798599243164,26,0.003355296002655146,24,50,semantic_katz_consensus
R_001268,J_000026,0.8661859631538391,24,0.003605903989318833,14,50,semantic_katz_consensus
R_005668,J_000028,0.8499012589454651,14,0.003532210519792575,18,50,semantic_katz_consensus
R_005403,J_000030,0.8099647164344788,39,0.0032122769533522878,30,50,semantic_katz_consensus
R_008650,J_000032,0.7553941607475281,41,0.003166473084885581,47,50,semantic_katz_consensus
R_001496,J_000033,0.783154308795929,39,0.003995546796562586,7,50,semantic_katz_consensus
R_002624,J_000033,0.8094478249549866,20,0.003603144552903707,23,50,semantic_katz_consensus
R_003203,J_000034,0.8433648347854614,12,0.0033557091873728396,21,50,semantic_katz_consensus
R_005668,J_000034,0.8242762088775635,21,0.0031537383148180576,38,50,semantic_katz_consensus
R_007543,J_000034,0.7812477946281433,44,0.0031971368842056737,32,50,semantic_katz_consensus
R_008274,J_000034,0.7842271327972412,41,0.0031636988866250407,37,50,semantic_katz_consensus
R_008659,J_000035,0.838350772857666,47,0.0028776165024830803,43,50,semantic_katz_consensus
R_009797,J_000035,0.8626249432563782,38,0.0034162842258047095,16,50,semantic_katz_consensus
R_004161,J_000036,0.8414537906646729,25,0.004131010573137551,9,50,semantic_katz_consensus
R_005991,J_000036,0.7871809005737305,41,0.0035752106663079113,35,50,semantic_katz_consensus
R_006109,J_000036,0.8339548110961914,30,0.003527842630042917,38,50,semantic_katz_consensus
R_009293,J_000036,0.8365451097488403,28,0.0036031002673674634,34,50,semantic_katz_consensus
R_002219,J_000037,0.8103381991386414,24,0.0042764349215195,11,50,semantic_katz_consensus
R_004339,J_000038,0.8769195079803467,22,0.005237770264947822,1,50,semantic_katz_consensus
R_007802,J_000038,0.8807260990142822,14,0.003850520871052916,18,50,semantic_katz_consensus
R_005031,J_000039,0.8448706269264221,32,0.0032692661859336438,32,50,semantic_katz_consensus
R_007221,J_000039,0.7319952249526978,48,0.003473627595722102,21,50,semantic_katz_consensus
R_005536,J_000040,0.871205747127533,8,0.0033513265357777676,33,50,semantic_katz_consensus
R_005818,J_000040,0.8784011602401733,2,0.003210284838990891,44,50,semantic_katz_consensus
R_006024,J_000040,0.8120917081832886,49,0.0034732291728498225,29,50,semantic_katz_consensus
R_003741,J_000041,0.8701823949813843,39,0.002534220272114557,37,50,semantic_katz_consensus
R_003890,J_000041,0.8945910334587097,13,0.0035457273737592426,3,50,semantic_katz_consensus
R_008708,J_000041,0.8977038860321045,9,0.0027569091340278636,21,50,semantic_katz_consensus
R_001098,J_000042,0.8687814474105835,16,0.003973648300432638,11,50,semantic_katz_consensus
R_002011,J_000042,0.8511460423469543,22,0.0053736029407042375,1,50,semantic_katz_consensus
R_003399,J_000042,0.8616382479667664,20,0.0033561223720905337,33,50,semantic_katz_consensus
R_002587,J_000043,0.8817493319511414,2,0.0035640843495749197,29,50,semantic_katz_consensus
R_005621,J_000043,0.8589024543762207,20,0.0049385399260206434,1,50,semantic_katz_consensus
R_007397,J_000043,0.842806339263916,37,0.003543764783088675,30,50,semantic_katz_consensus
R_007671,J_000043,0.8152927756309509,45,0.0041437453432050745,6,50,semantic_katz_consensus
R_009997,J_000043,0.8573646545410156,22,0.0035123041380240236,32,50,semantic_katz_consensus
R_002429,J_000044,0.8467748761177063,26,0.004058497610382717,18,50,semantic_katz_consensus
R_002754,J_000044,0.8599679470062256,13,0.003554507438794802,42,50,semantic_katz_consensus
R_000858,J_000045,0.8624224662780762,30,0.0031537087911272287,26,50,semantic_katz_consensus
R_000972,J_000045,0.8129944205284119,50,0.002902333482409812,41,50,semantic_katz_consensus
R_001268,J_000045,0.8594508171081543,32,0.002948948958466492,37,50,semantic_katz_consensus
R_004317,J_000046,0.8341162204742432,29,0.0030349935370334083,34,50,semantic_katz_consensus
R_004922,J_000046,0.8391695618629456,23,0.003172065766942906,24,50,semantic_katz_consensus
R_005447,J_000046,0.8528287410736084,5,0.0030848111579137366,30,50,semantic_katz_consensus
R_008568,J_000046,0.8527927398681641,6,0.0038138954904940485,2,50,semantic_katz_consensus
R_008907,J_000046,0.845616340637207,13,0.002921074119252354,41,50,semantic_katz_consensus
R_009008,J_000046,0.8170771598815918,42,0.0032756409518901125,20,50,semantic_katz_consensus
R_005785,J_000047,0.8692255020141602,8,0.0036565184559437204,36,50,semantic_katz_consensus
R_009325,J_000047,0.870121955871582,6,0.004889165013548838,3,50,semantic_katz_consensus
R_009892,J_000047,0.8584675192832947,22,0.004789957718351289,4,50,semantic_katz_consensus
R_000623,J_000049,0.8498840928077698,30,0.003603897113112022,11,50,semantic_katz_consensus
R_001159,J_000049,0.871336042881012,4,0.0030274235024601017,50,50,semantic_katz_consensus
R_000407,J_000051,0.8588385581970215,31,0.003101131733831774,39,50,semantic_katz_consensus
R_000267,J_000052,0.7972584962844849,49,0.003502314042526212,19,50,semantic_katz_consensus
R_001022,J_000052,0.812180757522583,37,0.0032250560089560547,34,50,semantic_katz_consensus
R_002242,J_000052,0.8761866688728333,16,0.003315483239118044,26,50,semantic_katz_consensus
R_007520,J_000052,0.8056412935256958,40,0.004326208256863585,1,50,semantic_katz_consensus
R_001627,J_000053,0.8152059316635132,20,0.0034433917429651175,35,50,semantic_katz_consensus
R_005385,J_000053,0.8475390076637268,6,0.005276786182740365,3,50,semantic_katz_consensus
R_007576,J_000053,0.8043060302734375,25,0.00337564509283222,43,50,semantic_katz_consensus
R_007597,J_000054,0.8928941488265991,7,0.00462182326624942,3,50,semantic_katz_consensus
R_003008,J_000055,0.7168486714363098,48,0.004158900174197103,11,50,semantic_katz_consensus
R_004374,J_000055,0.7934466600418091,45,0.0033999193643504287,46,50,semantic_katz_consensus
R_008287,J_000055,0.7164950966835022,49,0.004061684993360951,16,50,semantic_katz_consensus
R_008805,J_000055,0.8280951976776123,24,0.0033919656687502573,47,50,semantic_katz_consensus
R_009784,J_000055,0.8012214303016663,42,0.0033891914704897164,48,50,semantic_katz_consensus
R_003017,J_000056,0.7431643605232239,35,0.003280820449229744,31,50,semantic_katz_consensus
R_005281,J_000056,0.731054425239563,48,0.003352123381522326,26,50,semantic_katz_consensus
R_006769,J_000056,0.7869256138801575,24,0.003197151646051088,35,50,semantic_katz_consensus
R_004175,J_000057,0.853455662727356,33,0.003160511503646806,43,50,semantic_katz_consensus
R_009377,J_000058,0.8819841146469116,27,0.0041871734362835195,13,50,semantic_katz_consensus
R_009563,J_000058,0.8685446381568909,46,0.0038995564080341006,25,50,semantic_katz_consensus
R_002878,J_000059,0.7701132297515869,49,0.0039325812208970395,25,50,semantic_katz_consensus
R_009483,J_000059,0.8454102277755737,20,0.004205884549435233,21,50,semantic_katz_consensus
R_004922,J_000060,0.8403223156929016,34,0.004035772744817381,3,50,semantic_katz_consensus
R_006241,J_000060,0.8717402219772339,6,0.003745337232771178,5,50,semantic_katz_consensus
R_008568,J_000060,0.8764454126358032,3,0.004145353796539607,2,50,semantic_katz_consensus
R_001016,J_000061,0.8381174802780151,45,0.0036541426805554588,40,50,semantic_katz_consensus
R_002288,J_000061,0.880110502243042,28,0.00406565446023833,15,50,semantic_katz_consensus
R_004082,J_000061,0.83772873878479,46,0.0036194946525125735,43,50,semantic_katz_consensus
R_005896,J_000061,0.836061954498291,50,0.0036465578841367373,42,50,semantic_katz_consensus
R_009305,J_000061,0.8954983949661255,14,0.004052949213861635,16,50,semantic_katz_consensus
R_002262,J_000062,0.8989749550819397,4,0.0030298435633846063,48,50,semantic_katz_consensus
R_006396,J_000062,0.8267536759376526,43,0.0030222735288112992,49,50,semantic_katz_consensus
R_002303,J_000063,0.8482682108879089,32,0.003971243001353548,18,50,semantic_katz_consensus
R_008923,J_000063,0.8790607452392578,11,0.004136573731504048,13,50,semantic_katz_consensus
R_003561,J_000064,0.8260154724121094,33,0.004374417424409382,11,50,semantic_katz_consensus
R_003618,J_000064,0.8688055872917175,3,0.0037166655478124816,35,50,semantic_katz_consensus
R_007933,J_000064,0.8361148238182068,26,0.0042592879761660755,14,50,semantic_katz_consensus
R_008878,J_000065,0.8650093078613281,17,0.005327031750183802,8,50,semantic_katz_consensus
R_006581,J_000066,0.7734856009483337,23,0.0030330161845174264,29,50,semantic_katz_consensus
R_002457,J_000067,0.8828131556510925,8,0.003351341297623182,30,50,semantic_katz_consensus
R_003058,J_000067,0.8474154472351074,30,0.004472045789963228,2,50,semantic_katz_consensus
R_008783,J_000067,0.8735303282737732,17,0.00405930921797269,6,50,semantic_katz_consensus
R_002235,J_000068,0.8929045796394348,11,0.0038544903379302943,3,50,semantic_katz_consensus
R_004962,J_000068,0.8810049295425415,31,0.002705925768221526,23,50,semantic_katz_consensus
R_005405,J_000068,0.8958434462547302,5,0.002633412805466691,30,50,semantic_katz_consensus
R_007439,J_000068,0.8950300812721252,7,0.0026206485117083386,31,50,semantic_katz_consensus
R_005385,J_000069,0.8581557869911194,8,0.003994764712663442,15,50,semantic_katz_consensus
R_006087,J_000069,0.8403765559196472,18,0.003714673433451085,29,50,semantic_katz_consensus
R_007576,J_000069,0.8183605074882507,25,0.0037345945770650506,28,50,semantic_katz_consensus
R_008027,J_000070,0.8848463892936707,11,0.003915508084770687,31,50,semantic_katz_consensus
R_006331,J_000071,0.8643152713775635,3,0.003664472151543892,21,50,semantic_katz_consensus
R_007749,J_000071,0.8492168188095093,19,0.003565678041064037,26,50,semantic_katz_consensus
R_003763,J_000072,0.870300829410553,12,0.0027174800315176257,38,50,semantic_katz_consensus
R_008896,J_000072,0.8493862748146057,36,0.0028122899132746876,25,50,semantic_katz_consensus
R_009590,J_000072,0.8727692365646362,6,0.004011070526736064,1,50,semantic_katz_consensus
R_002480,J_000073,0.8779264092445374,3,0.0035130714600777532,6,50,semantic_katz_consensus
R_002505,J_000073,0.8614144325256348,13,0.0032676429707536973,9,50,semantic_katz_consensus
R_005781,J_000073,0.8452273607254028,36,0.0030764295157504565,14,50,semantic_katz_consensus
R_006241,J_000073,0.8344398736953735,47,0.002963690604740826,23,50,semantic_katz_consensus
R_006759,J_000073,0.8730806112289429,6,0.002603117905328049,49,50,semantic_katz_consensus
R_001247,J_000074,0.8612772822380066,10,0.00326568038008313,15,50,semantic_katz_consensus
R_002212,J_000074,0.8496952056884766,21,0.002904325596771209,42,50,semantic_katz_consensus
R_002011,J_000075,0.8358100056648254,33,0.00423899793337066,9,50,semantic_katz_consensus
R_001433,J_000076,0.8749040365219116,34,0.003967288296321583,38,50,semantic_katz_consensus
R_002153,J_000076,0.8776279091835022,30,0.004898328739611262,9,50,semantic_katz_consensus
R_000134,J_000077,0.8158288598060608,39,0.003101161257522603,43,50,semantic_katz_consensus
R_007422,J_000077,0.8843967318534851,4,0.004444126665212847,3,50,semantic_katz_consensus
R_002395,J_000078,0.7918846011161804,49,0.003081638536780917,33,50,semantic_katz_consensus
R_006781,J_000079,0.8783355355262756,32,0.0026485528746133047,43,50,semantic_katz_consensus
R_009042,J_000079,0.8824285268783569,22,0.003031820915900588,19,50,semantic_katz_consensus
R_007504,J_000080,0.8298615217208862,47,0.004541769792612107,6,50,semantic_katz_consensus
R_008783,J_000080,0.8688020706176758,13,0.00467084404138519,3,50,semantic_katz_consensus
R_008797,J_000081,0.7944742441177368,38,0.003000360270835937,29,50,semantic_katz_consensus
R_004228,J_000082,0.8843012452125549,7,0.003864082010555827,14,50,semantic_katz_consensus
R_009716,J_000082,0.8789637684822083,9,0.0033055079054656465,45,50,semantic_katz_consensus
R_003005,J_000083,0.776267945766449,37,0.002724636881373239,32,50,semantic_katz_consensus
R_003287,J_000083,0.7935227155685425,24,0.002691184121947191,35,50,semantic_katz_consensus
R_009033,J_000083,0.7695136666297913,40,0.0031262323747853708,12,50,semantic_katz_consensus
R_009350,J_000083,0.7583749890327454,50,0.0030501483680254364,14,50,semantic_katz_consensus
R_004910,J_000084,0.7987967729568481,46,0.00321629070576591,40,50,semantic_katz_consensus
R_007105,J_000084,0.8900923132896423,16,0.003966048742168502,7,50,semantic_katz_consensus
R_003872,J_000085,0.8689244985580444,30,0.003073256894617637,24,50,semantic_katz_consensus
R_004592,J_000085,0.8654909133911133,34,0.0028278431671389954,42,50,semantic_katz_consensus
R_006730,J_000085,0.864899218082428,35,0.0028967408003524875,34,50,semantic_katz_consensus
R_006937,J_000085,0.8140520453453064,43,0.0027561122882833046,46,50,semantic_katz_consensus
R_009987,J_000085,0.8771350383758545,14,0.003764476292485999,8,50,semantic_katz_consensus
R_003561,J_000086,0.8181184530258179,30,0.003183221607366727,50,50,semantic_katz_consensus
R_003907,J_000086,0.781843364238739,42,0.0033509133510600734,40,50,semantic_katz_consensus
R_004416,J_000086,0.7818503379821777,40,0.0034278089654099808,34,50,semantic_katz_consensus
R_008322,J_000086,0.8516807556152344,11,0.003420652115554368,35,50,semantic_katz_consensus
R_009328,J_000086,0.8252131342887878,25,0.003417877917293827,36,50,semantic_katz_consensus
R_009942,J_000086,0.7743799686431885,48,0.004292327550874429,5,50,semantic_katz_consensus
R_000132,J_000087,0.8945362567901611,4,0.004133784771398092,14,50,semantic_katz_consensus
R_003229,J_000087,0.8279864192008972,38,0.003960884006674286,19,50,semantic_katz_consensus
R_002746,J_000088,0.8821672797203064,1,0.0037760748413183426,36,50,semantic_katz_consensus
R_008311,J_000088,0.8596838116645813,20,0.004710273143895427,5,50,semantic_katz_consensus
R_008358,J_000088,0.8662605881690979,11,0.0052294181464753705,1,50,semantic_katz_consensus
R_000262,J_000089,0.7543453574180603,50,0.0030879837790465567,27,50,semantic_katz_consensus
R_006095,J_000089,0.8352851867675781,31,0.00288880186659773,45,50,semantic_katz_consensus
R_000580,J_000091,0.8442577719688416,21,0.0033270227405687294,19,50,semantic_katz_consensus
R_001725,J_000091,0.7638552188873291,45,0.003050133606180022,39,50,semantic_katz_consensus
R_006095,J_000091,0.8330655097961426,35,0.0034720486660783987,10,50,semantic_katz_consensus
R_003270,J_000092,0.8824265599250793,6,0.0031294049959181905,25,50,semantic_katz_consensus
R_006505,J_000092,0.8924110531806946,1,0.00329436682688724,17,50,semantic_katz_consensus
R_000874,J_000093,0.8502548336982727,37,0.003360505023685606,29,50,semantic_katz_consensus
R_003931,J_000093,0.8835071325302124,12,0.004192352933623151,9,50,semantic_katz_consensus
R_005896,J_000093,0.8626067638397217,29,0.0033158816619903234,33,50,semantic_katz_consensus
R_009677,J_000093,0.8707059025764465,25,0.003139793514288282,47,50,semantic_katz_consensus
R_005332,J_000094,0.8385636210441589,31,0.0031039502176285583,46,50,semantic_katz_consensus
R_007263,J_000094,0.8354318737983704,32,0.0033397722724816674,25,50,semantic_katz_consensus
R_008621,J_000094,0.8512784242630005,20,0.003475221287211219,17,50,semantic_katz_consensus
R_001022,J_000095,0.8993430137634277,5,0.0035648959571648927,35,50,semantic_katz_consensus
R_007520,J_000095,0.8893866539001465,18,0.003796763306986038,25,50,semantic_katz_consensus
R_000754,J_000096,0.8805388808250427,18,0.004172018605291492,5,50,semantic_katz_consensus
R_001576,J_000097,0.7629998326301575,39,0.0028477495489075463,48,50,semantic_katz_consensus
R_007589,J_000097,0.7251334190368652,48,0.003294750487914105,14,50,semantic_katz_consensus
R_004767,J_000099,0.8798332214355469,18,0.005565642765142866,1,50,semantic_katz_consensus
R_009614,J_000099,0.8713661432266235,22,0.0039883899467069725,23,50,semantic_katz_consensus
R_000026,J_000100,0.813518762588501,17,0.0033648729134352637,25,50,semantic_katz_consensus
R_006724,J_000100,0.8205777406692505,11,0.0031680667763746987,42,50,semantic_katz_consensus
R_005467,J_000101,0.8125303387641907,29,0.0031572798351323277,26,50,semantic_katz_consensus
R_005653,J_000101,0.8372484445571899,10,0.0032660640411099947,21,50,semantic_katz_consensus
R_001581,J_000102,0.8116611838340759,48,0.003466455984021074,43,50,semantic_katz_consensus
R_002086,J_000103,0.7913862466812134,19,0.0035357815637976743,43,50,semantic_katz_consensus
R_002219,J_000103,0.7866073250770569,21,0.003907923288351966,17,50,semantic_katz_consensus
R_004417,J_000103,0.7198317646980286,47,0.0035955449946395712,39,50,semantic_katz_consensus
R_003769,J_000104,0.843672513961792,24,0.003736188268554168,18,50,semantic_katz_consensus
R_006045,J_000104,0.8218562006950378,38,0.0037811952912763158,15,50,semantic_katz_consensus
R_008981,J_000104,0.8128687143325806,43,0.0035138683058223118,29,50,semantic_katz_consensus
R_009932,J_000104,0.855961799621582,8,0.0037632957857145757,16,50,semantic_katz_consensus
R_007463,J_000105,0.849882185459137,23,0.0038764478814419003,39,50,semantic_katz_consensus
R_005372,J_000106,0.8699919581413269,8,0.0039604855838020064,24,50,semantic_katz_consensus
R_003980,J_000107,0.8727748990058899,4,0.003666051081187595,17,50,semantic_katz_consensus
R_000271,J_000108,0.8574355840682983,18,0.0031110923056387567,50,50,semantic_katz_consensus
R_004218,J_000108,0.8713024258613586,7,0.0037158539402225082,12,50,semantic_katz_consensus
R_004278,J_000108,0.8717743754386902,6,0.0035218515251133125,22,50,semantic_katz_consensus
R_002394,J_000109,0.8556342720985413,20,0.003241775007746371,46,50,semantic_katz_consensus
R_001589,J_000110,0.8503847122192383,42,0.0030807826436547,25,50,semantic_katz_consensus
R_008765,J_000111,0.8715285062789917,25,0.003801928042480254,14,50,semantic_katz_consensus
R_005964,J_000112,0.8134639263153076,42,0.003055696764546518,23,50,semantic_katz_consensus
R_000908,J_000113,0.8443586230278015,18,0.002578046788065281,37,50,semantic_katz_consensus
R_001030,J_000113,0.8259835839271545,27,0.003079218475856412,11,50,semantic_katz_consensus
R_004319,J_000113,0.8483666777610779,16,0.0033059210901833403,8,50,semantic_katz_consensus
R_009194,J_000113,0.77518630027771,49,0.002464097846593398,50,50,semantic_katz_consensus
R_003543,J_000114,0.8475652933120728,26,0.00309196800776935,37,50,semantic_katz_consensus
R_008166,J_000115,0.8318088054656982,43,0.0032369939332790197,35,50,semantic_katz_consensus
R_001522,J_000116,0.7723270058631897,23,0.0029074982179040287,38,50,semantic_katz_consensus
R_007589,J_000116,0.7553859353065491,42,0.003092366430641629,23,50,semantic_katz_consensus
R_007741,J_000116,0.7570134401321411,41,0.0029828001407648185,32,50,semantic_katz_consensus
R_001165,J_000117,0.8620306253433228,24,0.003631403053144709,26,50,semantic_katz_consensus
R_006174,J_000117,0.853119969367981,28,0.0035306168283034574,36,50,semantic_katz_consensus
R_007763,J_000117,0.7814633250236511,36,0.00445889783517801,9,50,semantic_katz_consensus
R_009412,J_000117,0.7747340202331543,39,0.0038788236568301614,16,50,semantic_katz_consensus
R_009709,J_000117,0.7828336358070374,35,0.003441384866758306,42,50,semantic_katz_consensus
R_002870,J_000118,0.8270090222358704,37,0.0033234369347182155,43,50,semantic_katz_consensus
R_007604,J_000118,0.8445754647254944,18,0.004518233319456799,3,50,semantic_katz_consensus
R_003287,J_000119,0.8038212656974792,23,0.003402324663429519,25,50,semantic_katz_consensus
R_004284,J_000119,0.7643187046051025,44,0.003202345905236134,42,50,semantic_katz_consensus
R_009033,J_000119,0.8127861022949219,11,0.003321858005074513,32,50,semantic_katz_consensus
R_000138,J_000120,0.8787066340446472,29,0.0034577054426763437,33,50,semantic_katz_consensus
R_002088,J_000120,0.8952804207801819,5,0.00398514351634708,7,50,semantic_katz_consensus
R_003879,J_000120,0.8626096248626709,43,0.00412025315558601,6,50,semantic_katz_consensus
R_002932,J_000121,0.8892434239387512,11,0.003991975752557486,18,50,semantic_katz_consensus
R_005896,J_000121,0.8314353227615356,48,0.003601137676696896,38,50,semantic_katz_consensus
R_001106,J_000122,0.8491303324699402,7,0.0032485481965751194,34,50,semantic_katz_consensus
R_002328,J_000122,0.8565828800201416,3,0.0038246381462001752,8,50,semantic_katz_consensus
R_004206,J_000122,0.843502402305603,10,0.003778007908298081,10,50,semantic_katz_consensus
R_002434,J_000123,0.7641422152519226,38,0.0034541196368258298,39,50,semantic_katz_consensus
R_006782,J_000123,0.8267752528190613,20,0.004637745419295178,3,50,semantic_katz_consensus
R_002395,J_000124,0.8719705939292908,4,0.0033724724716993996,31,50,semantic_katz_consensus
R_005808,J_000124,0.8578252792358398,24,0.0036752295690954334,12,50,semantic_katz_consensus
R_008839,J_000124,0.8045746088027954,39,0.003212291715197702,49,50,semantic_katz_consensus
R_003665,J_000125,0.8877272605895996,1,0.0030959374746467286,29,50,semantic_katz_consensus
R_004192,J_000125,0.8741474747657776,13,0.0032230491327492434,22,50,semantic_katz_consensus
R_005457,J_000125,0.87076336145401,17,0.003735789845681889,8,50,semantic_katz_consensus
R_009616,J_000125,0.8173462152481079,44,0.003031009308310615,35,50,semantic_katz_consensus
R_003609,J_000126,0.8744227886199951,10,0.003025431388098705,47,50,semantic_katz_consensus
R_001407,J_000128,0.8326219320297241,24,0.003638220527509701,20,50,semantic_katz_consensus
R_002457,J_000128,0.8157995939254761,35,0.0034302290263344857,32,50,semantic_katz_consensus
R_001561,J_000130,0.8161877989768982,28,0.002995180773496306,49,50,semantic_katz_consensus
R_000205,J_000131,0.8614113330841064,5,0.0037062770294423904,14,50,semantic_katz_consensus
R_009028,J_000131,0.848860502243042,11,0.003556101130283919,22,50,semantic_katz_consensus
R_006658,J_000132,0.880776047706604,23,0.0045047164654901314,6,50,semantic_katz_consensus
R_009488,J_000132,0.8798435926437378,24,0.004231398375106523,9,50,semantic_katz_consensus
R_005692,J_000133,0.8817890286445618,31,0.0036055203282919683,19,50,semantic_katz_consensus
R_006396,J_000133,0.8067011833190918,41,0.0032481645355482546,37,50,semantic_katz_consensus
R_007520,J_000133,0.8034900426864624,45,0.0036413783867971063,15,50,semantic_katz_consensus
R_000882,J_000134,0.8416585326194763,38,0.0028278136434481665,33,50,semantic_katz_consensus
R_005288,J_000134,0.8594117760658264,19,0.0031911753029668986,15,50,semantic_katz_consensus
R_003992,J_000135,0.8524003028869629,20,0.0026712482164878114,26,50,semantic_katz_consensus
R_006842,J_000135,0.8489399552345276,24,0.0032967426022755017,8,50,semantic_katz_consensus
R_007836,J_000135,0.8151366114616394,48,0.005159635096444832,1,50,semantic_katz_consensus
R_008064,J_000135,0.8774197697639465,2,0.0028569132749699704,19,50,semantic_katz_consensus
R_000132,J_000136,0.833825409412384,45,0.004319833490907116,12,50,semantic_katz_consensus
R_004157,J_000136,0.886227548122406,12,0.003854136200594259,24,50,semantic_katz_consensus
R_005692,J_000137,0.8818456530570984,33,0.003843762444069582,14,50,semantic_katz_consensus
R_006396,J_000137,0.8031808733940125,46,0.0036632916447724684,17,50,semantic_katz_consensus
R_007254,J_000138,0.8117693662643433,47,0.0032760246129169774,27,50,semantic_katz_consensus
R_009942,J_000138,0.8554239273071289,12,0.003207112217858071,33,50,semantic_katz_consensus
R_004098,J_000139,0.8805959820747375,3,0.003620630873747753,13,50,semantic_katz_consensus
R_008191,J_000139,0.8626401424407959,22,0.00304257833345213,34,50,semantic_katz_consensus
R_003822,J_000140,0.8982340097427368,6,0.004709874721023148,9,50,semantic_katz_consensus
R_008807,J_000140,0.8962006568908691,13,0.004066082406801438,30,50,semantic_katz_consensus
